season,round,constructor,constructor_points,constructor_wins,constructor_standings_pos
2022,5,haas,15.0,0.0,8.0
2022,5,aston_martin,5.0,0.0,9.0
2022,5,williams,1.0,0.0,10.0
2022,6,red_bull,151.0,3.0,2.0
2022,6,ferrari,157.0,2.0,1.0
2022,6,mercedes,95.0,0.0,3.0
2022,6,mclaren,46.0,0.0,4.0
2022,6,alfa,31.0,0.0,5.0
2022,6,alpine,26.0,0.0,6.0
2022,6,alphatauri,16.0,0.0,7.0
2022,6,haas,15.0,0.0,8.0
2022,6,aston_martin,6.0,0.0,9.0
2022,6,williams,3.0,0.0,10.0
2022,7,red_bull,195.0,4.0,1.0
2022,7,ferrari,169.0,2.0,2.0
2022,7,mercedes,120.0,0.0,3.0
2022,7,mclaren,50.0,0.0,4.0
2022,7,alfa,39.0,0.0,5.0
2022,7,alpine,34.0,0.0,6.0
2022,7,alphatauri,17.0,0.0,7.0
2022,7,haas,15.0,0.0,8.0
2022,7,aston_martin,6.0,0.0,9.0
2022,7,williams,3.0,0.0,10.0
2022,8,red_bull,235.0,5.0,1.0
2022,8,ferrari,199.0,2.0,2.0
2022,8,mercedes,134.0,0.0,3.0
2022,8,mclaren,59.0,0.0,4.0
2022,8,alpine,40.0,0.0,6.0
2022,8,alfa,41.0,0.0,5.0
2022,8,alphatauri,17.0,0.0,7.0
2022,8,haas,15.0,0.0,8.0
2022,8,aston_martin,7.0,0.0,9.0
2022,8,williams,3.0,0.0,10.0
2022,9,red_bull,279.0,6.0,1.0
2022,9,ferrari,199.0,2.0,2.0
2022,9,mercedes,161.0,0.0,3.0
2022,9,mclaren,65.0,0.0,4.0
2022,9,alpine,47.0,0.0,5.0
2022,9,alfa,41.0,0.0,6.0
2022,9,alphatauri,27.0,0.0,7.0
2022,9,aston_martin,15.0,0.0,9.0
2022,9,haas,15.0,0.0,8.0
2022,9,williams,3.0,0.0,10.0
2022,10,red_bull,304.0,7.0,1.0
2022,10,ferrari,228.0,2.0,2.0
2022,10,mercedes,188.0,0.0,3.0
2022,10,mclaren,65.0,0.0,4.0
2022,10,alpine,57.0,0.0,5.0
2022,10,alfa,51.0,0.0,6.0
2022,10,alphatauri,27.0,0.0,7.0
2022,10,haas,15.0,0.0,9.0
2022,10,aston_martin,16.0,0.0,8.0
2022,10,williams,3.0,0.0,10.0
2022,11,red_bull,328.0,7.0,1.0
2022,11,ferrari,265.0,3.0,2.0
2022,11,mercedes,204.0,0.0,3.0
2022,11,mclaren,73.0,0.0,4.0
2022,11,alpine,67.0,0.0,5.0
2022,11,alfa,51.0,0.0,6.0
2022,11,haas,20.0,0.0,8.0
2022,11,alphatauri,27.0,0.0,7.0
2022,11,aston_martin,18.0,0.0,9.0
2022,11,williams,3.0,0.0,10.0
2022,12,red_bull,359.0,7.0,1.0
2022,12,ferrari,303.0,4.0,2.0
2022,12,mercedes,237.0,0.0,3.0
2022,12,alpine,81.0,0.0,5.0
2022,12,mclaren,81.0,0.0,4.0
2022,12,alfa,51.0,0.0,6.0
2022,12,haas,34.0,0.0,7.0
2022,12,alphatauri,27.0,0.0,8.0
2022,12,aston_martin,18.0,0.0,9.0
2022,12,williams,3.0,0.0,10.0
2022,13,red_bull,396.0,8.0,1.0
2022,13,ferrari,314.0,4.0,2.0
2022,13,mercedes,270.0,0.0,3.0
2022,13,alpine,93.0,0.0,4.0
2022,13,mclaren,89.0,0.0,5.0
2022,13,alfa,51.0,0.0,6.0
2022,13,haas,34.0,0.0,7.0
2022,13,alphatauri,27.0,0.0,8.0
2022,13,aston_martin,19.0,0.0,9.0
2022,13,williams,3.0,0.0,10.0
2022,14,red_bull,431.0,9.0,1.0
2022,14,ferrari,334.0,4.0,2.0
2022,14,mercedes,304.0,0.0,3.0
2022,14,alpine,99.0,0.0,4.0
2022,14,mclaren,95.0,0.0,5.0
2022,14,alfa,51.0,0.0,6.0
2022,14,haas,34.0,0.0,7.0
2022,14,alphatauri,27.0,0.0,8.0
2022,14,aston_martin,20.0,0.0,9.0
2022,14,williams,3.0,0.0,10.0
2022,15,red_bull,475.0,10.0,1.0
2022,15,ferrari,357.0,4.0,2.0
2022,15,mercedes,316.0,0.0,3.0
2022,15,alpine,115.0,0.0,4.0
2022,15,mclaren,95.0,0.0,5.0
2022,15,alfa,51.0,0.0,6.0
2022,15,haas,34.0,0.0,7.0
2022,15,alphatauri,29.0,0.0,8.0
2022,15,aston_martin,24.0,0.0,9.0
2022,15,williams,4.0,0.0,10.0
2022,16,red_bull,511.0,11.0,1.0
2022,16,ferrari,376.0,4.0,2.0
2022,16,mercedes,346.0,0.0,3.0
2022,16,alpine,125.0,0.0,4.0
2022,16,mclaren,101.0,0.0,5.0
2022,16,alfa,51.0,0.0,6.0
2022,16,haas,34.0,0.0,7.0
2022,16,alphatauri,29.0,0.0,8.0
2022,16,aston_martin,25.0,0.0,9.0
2022,16,williams,4.0,0.0,10.0
2022,17,red_bull,545.0,12.0,1.0
2022,17,ferrari,406.0,4.0,2.0
2022,17,mercedes,371.0,0.0,3.0
2022,17,mclaren,107.0,0.0,5.0
2022,17,alpine,125.0,0.0,4.0
2022,17,alfa,52.0,0.0,6.0
2022,17,aston_martin,25.0,0.0,9.0
2022,17,haas,34.0,0.0,7.0
2022,17,alphatauri,33.0,0.0,8.0
2022,17,williams,6.0,0.0,10.0
2022,18,red_bull,576.0,13.0,1.0
2022,18,ferrari,439.0,4.0,2.0
2022,18,mercedes,373.0,0.0,3.0
2022,18,alpine,125.0,0.0,5.0
2022,18,mclaren,129.0,0.0,4.0
2022,18,alfa,52.0,0.0,6.0
2022,18,aston_martin,37.0,0.0,7.0
2022,18,haas,34.0,0.0,8.0
2022,18,alphatauri,34.0,0.0,9.0
2022,18,williams,6.0,0.0,10.0
2022,19,red_bull,619.0,14.0,1.0
2022,19,ferrari,454.0,4.0,2.0
2022,19,mercedes,387.0,0.0,3.0
2022,19,alpine,143.0,0.0,4.0
2022,19,mclaren,130.0,0.0,5.0
2022,19,alfa,52.0,0.0,6.0
2022,19,aston_martin,45.0,0.0,7.0
2022,19,haas,34.0,0.0,8.0
2022,19,alphatauri,34.0,0.0,9.0
2022,19,williams,8.0,0.0,10.0
2022,20,red_bull,656.0,15.0,1.0
2022,20,ferrari,469.0,4.0,2.0
2022,20,mercedes,416.0,0.0,3.0
2022,20,alpine,149.0,0.0,4.0
2022,20,mclaren,138.0,0.0,5.0
2022,20,alfa,52.0,0.0,6.0
2022,20,aston_martin,49.0,0.0,7.0
2022,20,haas,36.0,0.0,8.0
2022,20,alphatauri,35.0,0.0,9.0
2022,20,williams,8.0,0.0,10.0
2022,21,red_bull,696.0,16.0,1.0
2022,21,ferrari,487.0,4.0,2.0
2022,21,mercedes,447.0,0.0,3.0
2022,21,alpine,153.0,0.0,4.0
2022,21,mclaren,146.0,0.0,5.0
2022,21,alfa,53.0,0.0,6.0
2022,21,aston_martin,49.0,0.0,7.0
2022,21,haas,36.0,0.0,8.0
2022,21,alphatauri,35.0,0.0,9.0
2022,21,williams,8.0,0.0,10.0
2022,22,red_bull,719.0,16.0,1.0
2022,22,ferrari,524.0,4.0,2.0
2022,22,mercedes,505.0,1.0,3.0
2022,22,alpine,167.0,0.0,4.0
2022,22,mclaren,148.0,0.0,5.0
2022,22,alfa,55.0,0.0,6.0
2022,22,aston_martin,50.0,0.0,7.0
2022,22,haas,37.0,0.0,8.0
2022,22,alphatauri,35.0,0.0,9.0
2022,22,williams,8.0,0.0,10.0
2023,1,red_bull,0.0,0.0,0.0
2023,1,aston_martin,0.0,0.0,0.0
2023,1,mercedes,0.0,0.0,0.0
2023,1,ferrari,0.0,0.0,0.0
2023,1,alfa,0.0,0.0,0.0
2023,1,alpine,0.0,0.0,0.0
2023,1,williams,0.0,0.0,0.0
2023,1,alphatauri,0.0,0.0,0.0
2023,1,haas,0.0,0.0,0.0
2023,1,mclaren,0.0,0.0,0.0
2023,2,red_bull,43.0,1.0,1.0
2023,2,aston_martin,23.0,0.0,2.0
2023,2,mercedes,16.0,0.0,3.0
2023,2,ferrari,12.0,0.0,4.0
2023,2,alpine,2.0,0.0,6.0
2023,2,alfa,4.0,0.0,5.0
2023,2,haas,0.0,0.0,9.0
2023,2,williams,1.0,0.0,7.0
2023,2,alphatauri,0.0,0.0,8.0
2023,2,mclaren,0.0,0.0,10.0
2023,3,red_bull,87.0,2.0,1.0
2023,3,aston_martin,38.0,0.0,2.0
2023,3,mercedes,38.0,0.0,3.0
2023,3,ferrari,26.0,0.0,4.0
2023,3,mclaren,0.0,0.0,10.0
2023,3,alpine,8.0,0.0,5.0
2023,3,haas,1.0,0.0,7.0
2023,3,alfa,4.0,0.0,6.0
2023,3,alphatauri,0.0,0.0,9.0
2023,3,williams,1.0,0.0,8.0
2023,4,red_bull,123.0,3.0,1.0
2023,4,aston_martin,65.0,0.0,2.0
2023,4,mercedes,56.0,0.0,3.0
2023,4,ferrari,26.0,0.0,4.0
2023,4,mclaren,12.0,0.0,5.0
2023,4,alpine,8.0,0.0,6.0
2023,4,haas,7.0,0.0,7.0
2023,4,alfa,6.0,0.0,8.0
2023,4,alphatauri,1.0,0.0,9.0
2023,4,williams,1.0,0.0,10.0
2023,5,red_bull,180.0,4.0,1.0
2023,5,aston_martin,87.0,0.0,2.0
2023,5,mercedes,76.0,0.0,3.0
2023,5,ferrari,62.0,0.0,4.0
2023,5,mclaren,14.0,0.0,5.0
2023,5,alpine,8.0,0.0,6.0
2023,5,haas,7.0,0.0,7.0
2023,5,alfa,6.0,0.0,8.0
2023,5,alphatauri,2.0,0.0,9.0
2023,5,williams,1.0,0.0,10.0
2023,6,red_bull,224.0,5.0,1.0
2023,6,aston_martin,102.0,0.0,2.0
2023,6,mercedes,96.0,0.0,3.0
2023,6,ferrari,78.0,0.0,4.0
2023,6,alpine,14.0,0.0,6.0
2023,6,mclaren,14.0,0.0,5.0
2023,6,haas,8.0,0.0,7.0
2023,6,alfa,6.0,0.0,8.0
2023,6,alphatauri,2.0,0.0,9.0
2023,6,williams,1.0,0.0,10.0
2023,7,red_bull,249.0,6.0,1.0
2023,7,mercedes,119.0,0.0,3.0
2023,7,aston_martin,120.0,0.0,2.0
2023,7,ferrari,90.0,0.0,4.0
2023,7,alpine,35.0,0.0,5.0
2023,7,mclaren,17.0,0.0,6.0
2023,7,haas,8.0,0.0,7.0
2023,7,alfa,6.0,0.0,8.0
2023,7,alphatauri,2.0,0.0,9.0
2023,7,williams,1.0,0.0,10.0
2023,8,red_bull,287.0,7.0,1.0
2023,8,mercedes,152.0,0.0,2.0
2023,8,aston_martin,134.0,0.0,3.0
2023,8,ferrari,100.0,0.0,4.0
2023,8,alpine,40.0,0.0,5.0
2023,8,mclaren,17.0,0.0,6.0
2023,8,alfa,8.0,0.0,8.0
2023,8,haas,8.0,0.0,7.0
2023,8,williams,1.0,0.0,10.0
2023,8,alphatauri,2.0,0.0,9.0
2023,9,red_bull,321.0,8.0,1.0
2023,9,mercedes,167.0,0.0,2.0
2023,9,aston_martin,154.0,0.0,3.0
2023,9,ferrari,122.0,0.0,4.0
2023,9,alpine,44.0,0.0,5.0
2023,9,mclaren,17.0,0.0,6.0
2023,9,haas,8.0,0.0,8.0
2023,9,alfa,9.0,0.0,7.0
2023,9,williams,7.0,0.0,9.0
2023,9,alphatauri,2.0,0.0,10.0
2023,10,red_bull,377.0,9.0,1.0
2023,10,mercedes,178.0,0.0,2.0
2023,10,aston_martin,175.0,0.0,3.0
2023,10,ferrari,154.0,0.0,4.0
2023,10,mclaren,29.0,0.0,6.0
2023,10,alpine,47.0,0.0,5.0
2023,10,williams,7.0,0.0,9.0
2023,10,haas,11.0,0.0,7.0
2023,10,alfa,9.0,0.0,8.0
2023,10,alphatauri,2.0,0.0,10.0
2023,11,red_bull,411.0,10.0,1.0
2023,11,mercedes,203.0,0.0,2.0
2023,11,aston_martin,181.0,0.0,3.0
2023,11,ferrari,157.0,0.0,4.0
2023,11,mclaren,59.0,0.0,5.0
2023,11,alpine,47.0,0.0,6.0
2023,11,williams,11.0,0.0,7.0
2023,11,haas,11.0,0.0,8.0
2023,11,alfa,9.0,0.0,9.0
2023,11,alphatauri,2.0,0.0,10.0
2023,12,red_bull,452.0,11.0,1.0
2023,12,mercedes,223.0,0.0,2.0
2023,12,aston_martin,184.0,0.0,3.0
2023,12,ferrari,167.0,0.0,4.0
2023,12,mclaren,87.0,0.0,5.0
2023,12,alpine,47.0,0.0,6.0
2023,12,williams,11.0,0.0,7.0
2023,12,haas,11.0,0.0,8.0
2023,12,alfa,9.0,0.0,9.0
2023,12,alphatauri,2.0,0.0,10.0
2023,13,red_bull,503.0,12.0,1.0
2023,13,mercedes,247.0,0.0,2.0
2023,13,aston_martin,196.0,0.0,3.0
2023,13,ferrari,191.0,0.0,4.0
2023,13,mclaren,103.0,0.0,5.0
2023,13,alpine,57.0,0.0,6.0
2023,13,williams,11.0,0.0,7.0
2023,13,haas,11.0,0.0,8.0
2023,13,alfa,9.0,0.0,9.0
2023,13,alphatauri,3.0,0.0,10.0
2023,14,red_bull,540.0,13.0,1.0
2023,14,mercedes,255.0,0.0,2.0
2023,14,ferrari,201.0,0.0,4.0
2023,14,aston_martin,215.0,0.0,3.0
2023,14,mclaren,111.0,0.0,5.0
2023,14,alpine,73.0,0.0,6.0
2023,14,williams,15.0,0.0,7.0
2023,14,haas,11.0,0.0,8.0
2023,14,alfa,9.0,0.0,9.0
2023,14,alphatauri,3.0,0.0,10.0
2023,15,red_bull,583.0,14.0,1.0
2023,15,mercedes,273.0,0.0,2.0
2023,15,ferrari,228.0,0.0,3.0
2023,15,aston_martin,217.0,0.0,4.0
2023,15,mclaren,115.0,0.0,5.0
2023,15,alpine,73.0,0.0,6.0
2023,15,williams,21.0,0.0,7.0
2023,15,haas,11.0,0.0,8.0
2023,15,alfa,10.0,0.0,9.0
2023,15,alphatauri,3.0,0.0,10.0
2023,16,red_bull,597.0,14.0,1.0
2023,16,mercedes,289.0,0.0,2.0
2023,16,ferrari,265.0,1.0,3.0
2023,16,aston_martin,217.0,0.0,4.0
2023,16,mclaren,139.0,0.0,5.0
2023,16,alpine,81.0,0.0,6.0
2023,16,williams,21.0,0.0,7.0
2023,16,haas,12.0,0.0,8.0
2023,16,alfa,10.0,0.0,9.0
2023,16,alphatauri,5.0,0.0,10.0
2023,17,red_bull,623.0,15.0,1.0
2023,17,mercedes,305.0,0.0,2.0
2023,17,ferrari,285.0,1.0,3.0
2023,17,aston_martin,221.0,0.0,4.0
2023,17,mclaren,172.0,0.0,5.0
2023,17,alpine,84.0,0.0,6.0
2023,17,williams,21.0,0.0,7.0
2023,17,alfa,10.0,0.0,9.0
2023,17,haas,12.0,0.0,8.0
2023,17,alphatauri,5.0,0.0,10.0
